suite,space_preset,instance_id,seed_transpiler,optimization_level,layout_method,seed_simulator,shots,method,score,transpiled_depth,transpiled_size
day1,sampling_only,maxcut_test,0,1,sabre,18,64,QAOA_p1,3.78125,41,75
day1,sampling_only,maxcut_test,0,1,sabre,19,64,QAOA_p1,3.5625,41,75
day1,sampling_only,maxcut_test,0,1,sabre,0,256,QAOA_p1,3.48046875,41,75
day1,sampling_only,maxcut_test,0,1,sabre,1,256,QAOA_p1,3.578125,41,75
day1,sampling_only,maxcut_test,0,1,sabre,2,256,QAOA_p1,3.546875,41,75
day1,sampling_only,maxcut_test,0,1,sabre,3,256,QAOA_p1,3.6484375,41,75
day1,sampling_only,maxcut_test,0,1,sabre,4,256,QAOA_p1,3.4140625,41,75
day1,sampling_only,maxcut_test,0,1,sabre,5,256,QAOA_p1,3.4140625,41,75
day1,sampling_only,maxcut_test,0,1,sabre,6,256,QAOA_p1,3.5859375,41,75
day1,sampling_only,maxcut_test,0,1,sabre,7,256,QAOA_p1,3.64453125,41,75
day1,sampling_only,maxcut_test,0,1,sabre,8,256,QAOA_p1,3.61328125,41,75
day1,sampling_only,maxcut_test,0,1,sabre,9,256,QAOA_p1,3.5703125,41,75
day1,sampling_only,maxcut_test,0,1,sabre,10,256,QAOA_p1,3.65625,41,75
day1,sampling_only,maxcut_test,0,1,sabre,11,256,QAOA_p1,3.5625,41,75
day1,sampling_only,maxcut_test,0,1,sabre,12,256,QAOA_p1,3.421875,41,75
day1,sampling_only,maxcut_test,0,1,sabre,13,256,QAOA_p1,3.4375,41,75
day1,sampling_only,maxcut_test,0,1,sabre,14,256,QAOA_p1,3.4765625,41,75
day1,sampling_only,maxcut_test,0,1,sabre,15,256,QAOA_p1,3.6484375,41,75
day1,sampling_only,maxcut_test,0,1,sabre,16,256,QAOA_p1,3.578125,41,75
day1,sampling_only,maxcut_test,0,1,sabre,17,256,QAOA_p1,3.64453125,41,75
day1,sampling_only,maxcut_test,0,1,sabre,18,256,QAOA_p1,3.5,41,75
day1,sampling_only,maxcut_test,0,1,sabre,19,256,QAOA_p1,3.55078125,41,75
day1,sampling_only,maxcut_test,0,1,sabre,0,1024,QAOA_p1,3.58203125,41,75
day1,sampling_only,maxcut_test,0,1,sabre,1,1024,QAOA_p1,3.537109375,41,75
day1,sampling_only,maxcut_test,0,1,sabre,2,1024,QAOA_p1,3.564453125,41,75
day1,sampling_only,maxcut_test,0,1,sabre,3,1024,QAOA_p1,3.5302734375,41,75
day1,sampling_only,maxcut_test,0,1,sabre,4,1024,QAOA_p1,3.513671875,41,75
day1,sampling_only,maxcut_test,0,1,sabre,5,1024,QAOA_p1,3.4765625,41,75
day1,sampling_only,maxcut_test,0,1,sabre,6,1024,QAOA_p1,3.59765625,41,75
day1,sampling_only,maxcut_test,0,1,sabre,7,1024,QAOA_p1,3.5693359375,41,75
day1,sampling_only,maxcut_test,0,1,sabre,8,1024,QAOA_p1,3.5595703125,41,75
day1,sampling_only,maxcut_test,0,1,sabre,9,1024,QAOA_p1,3.515625,41,75
day1,sampling_only,maxcut_test,0,1,sabre,10,1024,QAOA_p1,3.548828125,41,75
day1,sampling_only,maxcut_test,0,1,sabre,11,1024,QAOA_p1,3.5869140625,41,75
day1,sampling_only,maxcut_test,0,1,sabre,12,1024,QAOA_p1,3.4453125,41,75
day1,sampling_only,maxcut_test,0,1,sabre,13,1024,QAOA_p1,3.494140625,41,75
day1,sampling_only,maxcut_test,0,1,sabre,14,1024,QAOA_p1,3.546875,41,75
day1,sampling_only,maxcut_test,0,1,sabre,15,1024,QAOA_p1,3.5322265625,41,75
day1,sampling_only,maxcut_test,0,1,sabre,16,1024,QAOA_p1,3.5302734375,41,75
day1,sampling_only,maxcut_test,0,1,sabre,17,1024,QAOA_p1,3.5712890625,41,75
day1,sampling_only,maxcut_test,0,1,sabre,18,1024,QAOA_p1,3.5146484375,41,75
day1,sampling_only,maxcut_test,0,1,sabre,19,1024,QAOA_p1,3.552734375,41,75
day1,sampling_only,maxcut_test,0,1,sabre,0,16,QAOA_p2,3.125,70,129
day1,sampling_only,maxcut_test,0,1,sabre,1,16,QAOA_p2,3.25,70,129
day1,sampling_only,maxcut_test,0,1,sabre,2,16,QAOA_p2,3.375,70,129
day1,sampling_only,maxcut_test,0,1,sabre,3,16,QAOA_p2,3.1875,70,129
day1,sampling_only,maxcut_test,0,1,sabre,4,16,QAOA_p2,3.125,70,129
day1,sampling_only,maxcut_test,0,1,sabre,5,16,QAOA_p2,3.125,70,129
day1,sampling_only,maxcut_test,0,1,sabre,6,16,QAOA_p2,3.5,70,129
day1,sampling_only,maxcut_test,0,1,sabre,7,16,QAOA_p2,2.8125,70,129
day1,sampling_only,maxcut_test,0,1,sabre,8,16,QAOA_p2,3.375,70,129
day1,sampling_only,maxcut_test,0,1,sabre,9,16,QAOA_p2,2.8125,70,129
day1,sampling_only,maxcut_test,0,1,sabre,10,16,QAOA_p2,3.625,70,129
day1,sampling_only,maxcut_test,0,1,sabre,11,16,QAOA_p2,3.0625,70,129
day1,sampling_only,maxcut_test,0,1,sabre,12,16,QAOA_p2,3.125,70,129
day1,sampling_only,maxcut_test,0,1,sabre,13,16,QAOA_p2,3.125,70,129
day1,sampling_only,maxcut_test,0,1,sabre,14,16,QAOA_p2,3.3125,70,129
day1,sampling_only,maxcut_test,0,1,sabre,15,16,QAOA_p2,3.4375,70,129
day1,sampling_only,maxcut_test,0,1,sabre,16,16,QAOA_p2,3.375,70,129
day1,sampling_only,maxcut_test,0,1,sabre,17,16,QAOA_p2,3.25,70,129
day1,sampling_only,maxcut_test,0,1,sabre,18,16,QAOA_p2,3.0,70,129
day1,sampling_only,maxcut_test,0,1,sabre,19,16,QAOA_p2,3.25,70,129
day1,sampling_only,maxcut_test,0,1,sabre,0,32,QAOA_p2,3.375,70,129
day1,sampling_only,maxcut_test,0,1,sabre,1,32,QAOA_p2,3.15625,70,129
day1,sampling_only,maxcut_test,0,1,sabre,2,32,QAOA_p2,3.21875,70,129
day1,sampling_only,maxcut_test,0,1,sabre,3,32,QAOA_p2,3.09375,70,129
day1,sampling_only,maxcut_test,0,1,sabre,4,32,QAOA_p2,3.15625,70,129
day1,sampling_only,maxcut_test,0,1,sabre,5,32,QAOA_p2,2.84375,70,129
day1,sampling_only,maxcut_test,0,1,sabre,6,32,QAOA_p2,3.25,70,129
day1,sampling_only,maxcut_test,0,1,sabre,7,32,QAOA_p2,2.96875,70,129
day1,sampling_only,maxcut_test,0,1,sabre,8,32,QAOA_p2,3.46875,70,129
day1,sampling_only,maxcut_test,0,1,sabre,9,32,QAOA_p2,2.875,70,129
day1,sampling_only,maxcut_test,0,1,sabre,10,32,QAOA_p2,3.4375,70,129
day1,sampling_only,maxcut_test,0,1,sabre,11,32,QAOA_p2,3.125,70,129
day1,sampling_only,maxcut_test,0,1,sabre,12,32,QAOA_p2,3.15625,70,129
day1,sampling_only,maxcut_test,0,1,sabre,13,32,QAOA_p2,2.9375,70,129
day1,sampling_only,maxcut_test,0,1,sabre,14,32,QAOA_p2,3.1875,70,129
day1,sampling_only,maxcut_test,0,1,sabre,15,32,QAOA_p2,3.375,70,129
day1,sampling_only,maxcut_test,0,1,sabre,16,32,QAOA_p2,3.5,70,129
day1,sampling_only,maxcut_test,0,1,sabre,17,32,QAOA_p2,3.3125,70,129
day1,sampling_only,maxcut_test,0,1,sabre,18,32,QAOA_p2,3.0625,70,129
day1,sampling_only,maxcut_test,0,1,sabre,19,32,QAOA_p2,3.0,70,129
day1,sampling_only,maxcut_test,0,1,sabre,0,64,QAOA_p2,3.40625,70,129
day1,sampling_only,maxcut_test,0,1,sabre,1,64,QAOA_p2,3.1875,70,129
day1,sampling_only,maxcut_test,0,1,sabre,2,64,QAOA_p2,3.328125,70,129
day1,sampling_only,maxcut_test,0,1,sabre,3,64,QAOA_p2,3.203125,70,129
day1,sampling_only,maxcut_test,0,1,sabre,4,64,QAOA_p2,3.203125,70,129
day1,sampling_only,maxcut_test,0,1,sabre,5,64,QAOA_p2,3.0,70,129
day1,sampling_only,maxcut_test,0,1,sabre,6,64,QAOA_p2,3.109375,70,129
day1,sampling_only,maxcut_test,0,1,sabre,7,64,QAOA_p2,3.1875,70,129
day1,sampling_only,maxcut_test,0,1,sabre,8,64,QAOA_p2,3.203125,70,129
day1,sampling_only,maxcut_test,0,1,sabre,9,64,QAOA_p2,3.15625,70,129
day1,sampling_only,maxcut_test,0,1,sabre,10,64,QAOA_p2,3.390625,70,129
day1,sampling_only,maxcut_test,0,1,sabre,11,64,QAOA_p2,3.203125,70,129
day1,sampling_only,maxcut_test,0,1,sabre,12,64,QAOA_p2,3.109375,70,129
day1,sampling_only,maxcut_test,0,1,sabre,13,64,QAOA_p2,2.90625,70,129
day1,sampling_only,maxcut_test,0,1,sabre,14,64,QAOA_p2,3.328125,70,129
day1,sampling_only,maxcut_test,0,1,sabre,15,64,QAOA_p2,3.328125,70,129
day1,sampling_only,maxcut_test,0,1,sabre,16,64,QAOA_p2,3.46875,70,129
day1,sampling_only,maxcut_test,0,1,sabre,17,64,QAOA_p2,3.265625,70,129
day1,sampling_only,maxcut_test,0,1,sabre,18,64,QAOA_p2,3.265625,70,129
day1,sampling_only,maxcut_test,0,1,sabre,19,64,QAOA_p2,2.90625,70,129
day1,sampling_only,maxcut_test,0,1,sabre,0,256,QAOA_p2,3.21484375,70,129
day1,sampling_only,maxcut_test,0,1,sabre,1,256,QAOA_p2,3.2890625,70,129
day1,sampling_only,maxcut_test,0,1,sabre,2,256,QAOA_p2,3.20703125,70,129
day1,sampling_only,maxcut_test,0,1,sabre,3,256,QAOA_p2,3.21484375,70,129
day1,sampling_only,maxcut_test,0,1,sabre,4,256,QAOA_p2,3.17578125,70,129
day1,sampling_only,maxcut_test,0,1,sabre,5,256,QAOA_p2,3.11328125,70,129
day1,sampling_only,maxcut_test,0,1,sabre,6,256,QAOA_p2,3.21875,70,129
day1,sampling_only,maxcut_test,0,1,sabre,7,256,QAOA_p2,3.34375,70,129
day1,sampling_only,maxcut_test,0,1,sabre,8,256,QAOA_p2,3.16796875,70,129
day1,sampling_only,maxcut_test,0,1,sabre,9,256,QAOA_p2,3.20703125,70,129
day1,sampling_only,maxcut_test,0,1,sabre,10,256,QAOA_p2,3.25,70,129
day1,sampling_only,maxcut_test,0,1,sabre,11,256,QAOA_p2,3.1484375,70,129
day1,sampling_only,maxcut_test,0,1,sabre,12,256,QAOA_p2,3.078125,70,129
day1,sampling_only,maxcut_test,0,1,sabre,13,256,QAOA_p2,3.109375,70,129
day1,sampling_only,maxcut_test,0,1,sabre,14,256,QAOA_p2,3.22265625,70,129
day1,sampling_only,maxcut_test,0,1,sabre,15,256,QAOA_p2,3.26953125,70,129
day1,sampling_only,maxcut_test,0,1,sabre,16,256,QAOA_p2,3.22265625,70,129
day1,sampling_only,maxcut_test,0,1,sabre,17,256,QAOA_p2,3.25390625,70,129
day1,sampling_only,maxcut_test,0,1,sabre,18,256,QAOA_p2,3.21875,70,129
day1,sampling_only,maxcut_test,0,1,sabre,19,256,QAOA_p2,3.16015625,70,129
day1,sampling_only,maxcut_test,0,1,sabre,0,1024,QAOA_p2,3.240234375,70,129
day1,sampling_only,maxcut_test,0,1,sabre,1,1024,QAOA_p2,3.2236328125,70,129
day1,sampling_only,maxcut_test,0,1,sabre,2,1024,QAOA_p2,3.20703125,70,129
day1,sampling_only,maxcut_test,0,1,sabre,3,1024,QAOA_p2,3.2197265625,70,129
day1,sampling_only,maxcut_test,0,1,sabre,4,1024,QAOA_p2,3.2138671875,70,129
day1,sampling_only,maxcut_test,0,1,sabre,5,1024,QAOA_p2,3.169921875,70,129
day1,sampling_only,maxcut_test,0,1,sabre,6,1024,QAOA_p2,3.23828125,70,129
day1,sampling_only,maxcut_test,0,1,sabre,7,1024,QAOA_p2,3.23046875,70,129
day1,sampling_only,maxcut_test,0,1,sabre,8,1024,QAOA_p2,3.2216796875,70,129
day1,sampling_only,maxcut_test,0,1,sabre,9,1024,QAOA_p2,3.1953125,70,129
day1,sampling_only,maxcut_test,0,1,sabre,10,1024,QAOA_p2,3.185546875,70,129
day1,sampling_only,maxcut_test,0,1,sabre,11,1024,QAOA_p2,3.2080078125,70,129
day1,sampling_only,maxcut_test,0,1,sabre,12,1024,QAOA_p2,3.177734375,70,129
day1,sampling_only,maxcut_test,0,1,sabre,13,1024,QAOA_p2,3.19140625,70,129
day1,sampling_only,maxcut_test,0,1,sabre,14,1024,QAOA_p2,3.228515625,70,129
day1,sampling_only,maxcut_test,0,1,sabre,15,1024,QAOA_p2,3.21875,70,129
day1,sampling_only,maxcut_test,0,1,sabre,16,1024,QAOA_p2,3.220703125,70,129
day1,sampling_only,maxcut_test,0,1,sabre,17,1024,QAOA_p2,3.2666015625,70,129
day1,sampling_only,maxcut_test,0,1,sabre,18,1024,QAOA_p2,3.2216796875,70,129
day1,sampling_only,maxcut_test,0,1,sabre,19,1024,QAOA_p2,3.1865234375,70,129
day1,sampling_only,maxcut_test,0,1,sabre,0,16,RandomBaseline,3.125,4,20
day1,sampling_only,maxcut_test,0,1,sabre,1,16,RandomBaseline,3.875,4,20
day1,sampling_only,maxcut_test,0,1,sabre,2,16,RandomBaseline,3.6875,4,20
day1,sampling_only,maxcut_test,0,1,sabre,3,16,RandomBaseline,3.75,4,20
day1,sampling_only,maxcut_test,0,1,sabre,4,16,RandomBaseline,3.375,4,20
day1,sampling_only,maxcut_test,0,1,sabre,5,16,RandomBaseline,3.375,4,20
day1,sampling_only,maxcut_test,0,1,sabre,6,16,RandomBaseline,3.25,4,20
day1,sampling_only,maxcut_test,0,1,sabre,7,16,RandomBaseline,3.4375,4,20
day1,sampling_only,maxcut_test,0,1,sabre,8,16,RandomBaseline,3.625,4,20
day1,sampling_only,maxcut_test,0,1,sabre,9,16,RandomBaseline,2.75,4,20
day1,sampling_only,maxcut_test,0,1,sabre,10,16,RandomBaseline,3.9375,4,20
day1,sampling_only,maxcut_test,0,1,sabre,11,16,RandomBaseline,3.0625,4,20
day1,sampling_only,maxcut_test,0,1,sabre,12,16,RandomBaseline,3.5625,4,20
day1,sampling_only,maxcut_test,0,1,sabre,13,16,RandomBaseline,3.125,4,20
day1,sampling_only,maxcut_test,0,1,sabre,14,16,RandomBaseline,3.75,4,20
day1,sampling_only,maxcut_test,0,1,sabre,15,16,RandomBaseline,3.4375,4,20
day1,sampling_only,maxcut_test,0,1,sabre,16,16,RandomBaseline,3.5,4,20
day1,sampling_only,maxcut_test,0,1,sabre,17,16,RandomBaseline,3.4375,4,20
day1,sampling_only,maxcut_test,0,1,sabre,18,16,RandomBaseline,3.125,4,20
day1,sampling_only,maxcut_test,0,1,sabre,19,16,RandomBaseline,3.8125,4,20
day1,sampling_only,maxcut_test,0,1,sabre,0,32,RandomBaseline,3.3125,4,20
day1,sampling_only,maxcut_test,0,1,sabre,1,32,RandomBaseline,3.375,4,20
day1,sampling_only,maxcut_test,0,1,sabre,2,32,RandomBaseline,3.71875,4,20
day1,sampling_only,maxcut_test,0,1,sabre,3,32,RandomBaseline,3.40625,4,20
day1,sampling_only,maxcut_test,0,1,sabre,4,32,RandomBaseline,3.375,4,20
day1,sampling_only,maxcut_test,0,1,sabre,5,32,RandomBaseline,3.25,4,20
day1,sampling_only,maxcut_test,0,1,sabre,6,32,RandomBaseline,3.59375,4,20
day1,sampling_only,maxcut_test,0,1,sabre,7,32,RandomBaseline,3.34375,4,20
day1,sampling_only,maxcut_test,0,1,sabre,8,32,RandomBaseline,3.75,4,20
day1,sampling_only,maxcut_test,0,1,sabre,9,32,RandomBaseline,2.84375,4,20
day1,sampling_only,maxcut_test,0,1,sabre,10,32,RandomBaseline,3.53125,4,20
day1,sampling_only,maxcut_test,0,1,sabre,11,32,RandomBaseline,3.28125,4,20
day1,sampling_only,maxcut_test,0,1,sabre,12,32,RandomBaseline,3.40625,4,20
day1,sampling_only,maxcut_test,0,1,sabre,13,32,RandomBaseline,3.09375,4,20
day1,sampling_only,maxcut_test,0,1,sabre,14,32,RandomBaseline,3.4375,4,20
day1,sampling_only,maxcut_test,0,1,sabre,15,32,RandomBaseline,3.5625,4,20
day1,sampling_only,maxcut_test,0,1,sabre,16,32,RandomBaseline,3.71875,4,20
day1,sampling_only,maxcut_test,0,1,sabre,17,32,RandomBaseline,3.625,4,20
day1,sampling_only,maxcut_test,0,1,sabre,18,32,RandomBaseline,3.375,4,20
day1,sampling_only,maxcut_test,0,1,sabre,19,32,RandomBaseline,3.90625,4,20
day1,sampling_only,maxcut_test,0,1,sabre,0,64,RandomBaseline,3.5,4,20
day1,sampling_only,maxcut_test,0,1,sabre,1,64,RandomBaseline,3.34375,4,20
day1,sampling_only,maxcut_test,0,1,sabre,2,64,RandomBaseline,3.875,4,20
day1,sampling_only,maxcut_test,0,1,sabre,3,64,RandomBaseline,3.546875,4,20
day1,sampling_only,maxcut_test,0,1,sabre,4,64,RandomBaseline,3.5,4,20
day1,sampling_only,maxcut_test,0,1,sabre,5,64,RandomBaseline,3.3125,4,20
day1,sampling_only,maxcut_test,0,1,sabre,6,64,RandomBaseline,3.5,4,20
day1,sampling_only,maxcut_test,0,1,sabre,7,64,RandomBaseline,3.375,4,20
day1,sampling_only,maxcut_test,0,1,sabre,8,64,RandomBaseline,3.625,4,20
day1,sampling_only,maxcut_test,0,1,sabre,9,64,RandomBaseline,3.140625,4,20
day1,sampling_only,maxcut_test,0,1,sabre,10,64,RandomBaseline,3.578125,4,20
day1,sampling_only,maxcut_test,0,1,sabre,11,64,RandomBaseline,3.390625,4,20
day1,sampling_only,maxcut_test,0,1,sabre,12,64,RandomBaseline,3.46875,4,20
day1,sampling_only,maxcut_test,0,1,sabre,13,64,RandomBaseline,3.34375,4,20
day1,sampling_only,maxcut_test,0,1,sabre,14,64,RandomBaseline,3.40625,4,20
day1,sampling_only,maxcut_test,0,1,sabre,15,64,RandomBaseline,3.453125,4,20
day1,sampling_only,maxcut_test,0,1,sabre,16,64,RandomBaseline,3.515625,4,20
day1,sampling_only,maxcut_test,0,1,sabre,17,64,RandomBaseline,3.53125,4,20
day1,sampling_only,maxcut_test,0,1,sabre,18,64,RandomBaseline,3.40625,4,20
day1,sampling_only,maxcut_test,0,1,sabre,19,64,RandomBaseline,3.84375,4,20
day1,sampling_only,maxcut_test,0,1,sabre,0,256,RandomBaseline,3.375,4,20
day1,sampling_only,maxcut_test,0,1,sabre,1,256,RandomBaseline,3.46875,4,20
day1,sampling_only,maxcut_test,0,1,sabre,2,256,RandomBaseline,3.57421875,4,20
day1,sampling_only,maxcut_test,0,1,sabre,3,256,RandomBaseline,3.62109375,4,20
day1,sampling_only,maxcut_test,0,1,sabre,4,256,RandomBaseline,3.48046875,4,20
day1,sampling_only,maxcut_test,0,1,sabre,5,256,RandomBaseline,3.3984375,4,20
day1,sampling_only,maxcut_test,0,1,sabre,6,256,RandomBaseline,3.58203125,4,20
day1,sampling_only,maxcut_test,0,1,sabre,7,256,RandomBaseline,3.5546875,4,20
day1,sampling_only,maxcut_test,0,1,sabre,8,256,RandomBaseline,3.49609375,4,20
day1,sampling_only,maxcut_test,0,1,sabre,9,256,RandomBaseline,3.4296875,4,20
day1,sampling_only,maxcut_test,0,1,sabre,10,256,RandomBaseline,3.55078125,4,20
day1,sampling_only,maxcut_test,0,1,sabre,11,256,RandomBaseline,3.41015625,4,20
day1,sampling_only,maxcut_test,0,1,sabre,12,256,RandomBaseline,3.43359375,4,20
day1,sampling_only,maxcut_test,0,1,sabre,13,256,RandomBaseline,3.51953125,4,20
day1,sampling_only,maxcut_test,0,1,sabre,14,256,RandomBaseline,3.33203125,4,20
day1,sampling_only,maxcut_test,0,1,sabre,15,256,RandomBaseline,3.5859375,4,20
day1,sampling_only,maxcut_test,0,1,sabre,16,256,RandomBaseline,3.47265625,4,20
day1,sampling_only,maxcut_test,0,1,sabre,17,256,RandomBaseline,3.62109375,4,20
day1,sampling_only,maxcut_test,0,1,sabre,18,256,RandomBaseline,3.25,4,20
day1,sampling_only,maxcut_test,0,1,sabre,19,256,RandomBaseline,3.43359375,4,20
day1,sampling_only,maxcut_test,0,1,sabre,0,1024,RandomBaseline,3.4912109375,4,20
day1,sampling_only,maxcut_test,0,1,sabre,1,1024,RandomBaseline,3.5029296875,4,20
day1,sampling_only,maxcut_test,0,1,sabre,2,1024,RandomBaseline,3.5439453125,4,20
day1,sampling_only,maxcut_test,0,1,sabre,3,1024,RandomBaseline,3.5078125,4,20
day1,sampling_only,maxcut_test,0,1,sabre,4,1024,RandomBaseline,3.4951171875,4,20
day1,sampling_only,maxcut_test,0,1,sabre,5,1024,RandomBaseline,3.4541015625,4,20
day1,sampling_only,maxcut_test,0,1,sabre,6,1024,RandomBaseline,3.564453125,4,20
day1,sampling_only,maxcut_test,0,1,sabre,7,1024,RandomBaseline,3.5302734375,4,20
day1,sampling_only,maxcut_test,0,1,sabre,8,1024,RandomBaseline,3.5712890625,4,20
day1,sampling_only,maxcut_test,0,1,sabre,9,1024,RandomBaseline,3.494140625,4,20
day1,sampling_only,maxcut_test,0,1,sabre,10,1024,RandomBaseline,3.4970703125,4,20
day1,sampling_only,maxcut_test,0,1,sabre,11,1024,RandomBaseline,3.5263671875,4,20
day1,sampling_only,maxcut_test,0,1,sabre,12,1024,RandomBaseline,3.3994140625,4,20
day1,sampling_only,maxcut_test,0,1,sabre,13,1024,RandomBaseline,3.50390625,4,20
day1,sampling_only,maxcut_test,0,1,sabre,14,1024,RandomBaseline,3.46484375,4,20
day1,sampling_only,maxcut_test,0,1,sabre,15,1024,RandomBaseline,3.5458984375,4,20
day1,sampling_only,maxcut_test,0,1,sabre,16,1024,RandomBaseline,3.5166015625,4,20
day1,sampling_only,maxcut_test,0,1,sabre,17,1024,RandomBaseline,3.5791015625,4,20
day1,sampling_only,maxcut_test,0,1,sabre,18,1024,RandomBaseline,3.42578125,4,20
day1,sampling_only,maxcut_test,0,1,sabre,19,1024,RandomBaseline,3.455078125,4,20
